DrugBank ID,Names
DB00384,"['triamterene', '6-phenylpteridine-2,4,7-triamine', 'teridin', 'triamteren', 'triamterena', 'triamtérène', 'triamterene', 'triamtereno', 'triamterenum']"
DB00385,"['valrubicin', '(8s, 10s)-8-glycoloyl-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-10-[[2,3,6-trideoxy-3-(2,2,2-trifluoroacetamido)-α-l-lyxo-hexopyranosyl]oxy]-5,12-naphthacenedione 8²-valerate', '2-oxo-2-[(2s,4s)-2,5,12-trihydroxy-7-methoxy-6,11-dioxo-4-({2,3,6-trideoxy-3-[(trifluoroacetyl)amino]hexopyranosyl}oxy)-1,2,3,4,6,11-hexahydrotetracen-2-yl]ethyl pentanoate', 'valrubicin', 'valrubicina', 'valrubicine', 'valrubicinum']"
DB00387,"['procyclidine', '1-cyclohexyl-1-phenyl-3-pyrrolidin-1-yl-propan-1-ol hydrochloride', '1-cyclohexyl-1-phenyl-3-pyrrolidino-1-propanol', 'prociclidina', 'procyclidin', 'procyclidine', 'procyclidinum', 'tricyclamol']"
DB00388,"['phenylephrine', '(−)-m-hydroxy-α-(methylaminomethyl)benzyl alcohol', 'fenilefrina', 'l-(3-hydroxyphenyl)-n-methylethanolamine', 'phenylephrine', 'phenylephrinum', 'r(-)-phenylephrine']"
DB00389,"['carbimazole', 'athyromazole', 'carbethoxymethimazole', 'carbimazol', 'carbimazolo', 'carbimazolum', 'carbinazole', 'ethyl 3-methyl-2-thioimidazoline-1-carboxylate']"
DB00390,"['digoxin', '12β-hydroxydigitoxin', 'digossina', 'digoxin', 'digoxina', 'digoxine', 'digoxinum']"
DB00391,"['sulpiride', '(±)-sulpiride', '5-(aminosulfonyl)-n-((1-ethyl-2-pyrrolidinyl)methyl)-2-methoxybenzamide', 'n-((1-ethyl-2-pyrrolidinyl)methyl)-2-methoxy-5-sulfamoylbenzamide', 'n-((1-ethyl-2-pyrrolidinyl)methyl)-5-sulfamoyl-o-anisamide', 'sulpirid', 'sulpirida', 'sulpiride', 'sulpiridum', 'sulpyrid']"
DB00392,"['profenamine', '10-(2-diethylaminopropyl)phenothiazine', '10-[2-(diethylamino)-1-propyl]phenothiazine', '10-[2-(diethylamino)-2-methylethyl]phenothiazine', '10-[2-(diethylamino)propyl]phenothiazine', '2-diethylamino-1-propyl-n-dibenzoparathiazine', 'ethopropazine', 'n,n-diethyl-1-(10h-phenothiazin-10-yl)-2-propanamine', 'n,n-diethyl-α-methyl-10h-phenothiazine-10-ethanamine', 'profenamina', 'profénamine', 'profenamine', 'profenaminum']"
DB00393,"['nimodipine', ""2,6-dimethyl-4-(3'-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylic acid 3-β-methoxyethyl ester 5-isopropyl ester"", 'isopropyl 2-methoxyethyl 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-3,5-pyridinedicarboxylate', 'isopropyl 2-methoxyethyl 1,4-dihydro-2,6-dimethyl-4-(m-nitrophenyl)-3,5-pyridinedicarboxylate', 'nimodipine', 'nimodipino', 'nimodipinum']"
DB00394,"['beclomethasone dipropionate', '(11β,16β)-9-chloro-11-hydroxy-16-methyl-17,21-bis(1-oxopropoxy)pregna-1,4-diene-3,20-dione', '9-chloro-11β-hydroxy-16β-methylpregna-1,4-diene-3,20-dione 17,21-dipropionate', '9-chloro-16β-methyl-11β,17,21-trihydroxypregna-1,4-diene-3,20-dione 17,21-dipropionate', 'beclometasone 17,21-dipropionate', 'beclometasone dipropionate', 'beclometasone dipropionato', 'beclomethasone dipropionate']"
DB00395,"['carisoprodol', '(±)-2-methyl-2-propyl-1,3-propanediol carbamate isopropylcarbamate', '(1-methylethyl)carbamic acid 2-(((aminocarbonyl)oxy)methyl)-2-methylpentyl ester', '(rs)-2-{[(aminocarbonyl)oxy]methyl}-2-methylpentyl isopropylcarbamate', '2-methyl-2-propyl-1,3-propanediol carbamate isopropylcarbamate', '2-methyl-2-propyltrimethylene carbamate isopropylcarbamate', 'carbamic acid 2-isopropylcarbamoyloxymethyl-2-methyl-pentyl ester', 'carisoprodol', 'carisoprodolo', 'carisoprodolum', 'isobamate', 'isomeprobamate', 'isopropyl meprobamate', 'isopropylmeprobamate', 'n-isopropy-2-methyl-2-propyl-1,3-propanediol dicarbamate']"
DB00396,"['progesterone', '(s)-4-pregnene-3,20-dione', '(s)-pregn-4-en-3,20-dione', '(s)-progesterone', '17alpha-progesterone', '17α-progesterone', '4-pregnene-3,20-dione', 'agolutin', 'akrolutin', 'corpus luteum hormone', 'delta(4)-pregnene-3,20-dione', 'gelbkörperhormon', 'luteohormone', 'lutogynon', 'pregn-4-ene-3,20-dione', 'progesteron', 'progesterona', 'progestérone', 'progesterone', 'progesteronum']"
DB00397,"['phenylpropanolamine', '(+-)-norephedrine', '(+-)-phenylpropanolamine', 'fenilpropanolamina', 'norephedrine', 'phenylpropanolamin', 'phenylpropanolamina', 'phenylpropanolamine', 'phénylpropanolamine', 'phenylpropanolaminum', 'ppa']"
DB00398,"['sorafenib', '4-(4-((((4-chloro-3-(trifluoromethyl)phenyl)amino)carbonyl)amino)phenoxy)-n-methyl-2-pyridinecarboxamide', ""n-(4-chloro-3-(trifluoromethyl)phenyl)-n'-(4-(2-(n-methylcarbamoyl)-4-pyridyloxy)phenyl)urea"", 'sorafénib', 'sorafenib', 'sorafenibum']"
DB00399,"['zoledronic acid', '(1-hydroxy-2-(1h-imidazol-1-yl)ethylidene)bisphosphonic acid', '(1-hydroxy-2-imidazol-1-ylethylidene)diphosphonic acid', 'ácido zoledrónico', 'anhydrous zoledronic acid', 'zol', 'zoledronate', 'zoledronic acid', 'zoledronic acid anhydrous', 'zoledronic acid, anhydrous']"
DB00400,"['griseofulvin', '(+)-griseofulvin', 'amudane', 'griseofulvin', 'griseofulvin, microcrystalline', 'griseofulvin, ultramicrosize', 'griseofulvina', 'griséofulvine', 'griseofulvinum']"
DB00401,"['nisoldipine', 'isobutyl methyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate', 'nisoldipin', 'nisoldipina', 'nisoldipine', 'nisoldipino', 'nisoldipinum']"
DB00402,"['eszopiclone', '(+)-(5s)-6-(5-chloropyridin-2-yl)-7-oxo-6,7-dihydro-5h-pyrrolo(3,4-b)pyrazin-5-yl 4-methylpiperazine-1-carboxylate', '(+)-(5s)-6-(5-chloropyridin-2-yl)-7-oxo-6,7-dihydro-5h-pyrrolo[3,4-b]pyrazin-5-yl-4-methylpiperazine-1-carboxylate', '(+)-zopiclone', '(s)-6-(5-chloro-2-pyridinyl)- 7-oxo- 6,7-dihydro- 5h-pyrrolo[3,4-b]pyrazin-5-yl- 4-methyl- 1-piperazinecarboxylate', '(s)-zopiclone', '1-piperazinecarobxylic acid,4-methyl-,(5s)-6-(5-chloro-2-pyridinyl)-6,7-dihydro-7-oxo-5h-pyrrolo[3,4-b]pyrazin-5-yl ester', 'esopiclone', 'eszopiclone']"
DB00403,"['ceruletide', 'caerulein', 'cerulein', 'ceruletida', 'ceruletide', 'ceruletidum']"
DB00404,"['alprazolam', '8-chloro-1-methyl-6-phenyl-4h-s-triazolo(4,3-a)(1,4)benzodiazepine', 'alprazolam']"
DB00405,"['dexbrompheniramine', '(+)-brompheniraminum', '(r)-3-(4-bromophenyl)-3-(2-pyridyl)propyldimethylamine', '(s)-(+)-brompheniramine', '(s)-brompheniramine', '3-(4-bromophenyl)- n,n-dimethyl- 3-pyridin-2-yl-propan-1-amine', 'd-brompheniramine', 'desbrofeniramina', 'dexbromfeniramina', 'dexbrompheniramin', 'dexbromphéniramine', 'dexbrompheniramine', 'dexbrompheniraminum']"
DB00406,"['gentian violet cation', 'crystal violet', 'crystal violet carbocation', 'crystal violet ion(1)', 'crystal violet(1+)', 'gentian violet carbocation', 'gentian violet cation', 'gentian violet(1+)', 'methylrosaniline', 'methylrosanilinium']"
DB00407,"['ardeparin', '']"
DB00408,"['loxapine', '2-chloro-11-(4-methyl-1-piperazinyl)dibenz[b,f][1,4]oxazepine', 'loxapina', 'loxapine', 'loxapinum', 'oxilapine']"
DB00409,"['remoxipride', 'remoxiprida', 'remoxipride', 'remoxipridum']"
DB00410,"['mupirocin', '9-[(e)-4-[(2s,3r,4r,5s)-3,4-dihydroxy-5-[[(2s,3s)-3- [(2s,3s)-3-hydroxybutan-2-yl]oxiran-2-yl]methyl] oxan-2-yl]-3-methylbut-2-enoyl]oxynonanoic acid', 'mupirocin', 'mupirocina', 'mupirocine', 'mupirocinum', 'pseudomonic acid', 'pseudomonic acid a']"
DB00411,"['carbamoylcholine', 'carbacholine', 'carbacol', 'carbamylcholine', 'choline carbamate']"
DB00412,"['rosiglitazone', '(±)-5-[p-[2-(methyl-2-pyridylamino)ethoxy]benzyl]-2,4-thiazolidinedione', '(rs)-5-{4-[2-(methyl-2-pyridylamino)ethoxy]benzyl}-2,4-thiazolidinedion', 'rosiglitazon', 'rosiglitazona', 'rosiglitazone', 'rosiglitazonum']"
DB00413,"['pramipexole', '(-)-pramipexole', '(s)-n\u200a\u200a6-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine', 'pramipexol', 'pramipexole', 'pramipexolum']"
DB00414,"['acetohexamide', '1-((p-acetylphenyl)sulfonyl)-3-cyclohexylurea', '1-[(4-acetylbenzene)sulfonyl]-3-cyclohexylurea 4-acetyl-n-(cyclohexylcarbamoyl)benzenesulfonamide', 'acetohexamid', 'acetohexamida', 'acétohexamide', 'acetohexamide', 'acetohexamidum', ""n-(p-acetylphenylsulfonyl)-n'-cyclohexylurea""]"
DB00415,"['ampicillin', '(2s,6r)-6-{[(2r)-2-amino-2-phenylethanoyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid', '6-(d-(2-amino-2-phenylacetamido))-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid', 'abpc', 'aminobenzylpenicillin', 'ampicilina', 'ampicillin', 'ampicillin (anhydrous)', 'ampicillin acid', 'ampicillin anhydrous', 'ampicillin, anhydrous', 'ampicilline', 'ampicillinum', 'anhydrous ampicillin', 'ap', 'd-(−)-6-(α-aminophenylacetamido)penicillanic acid', 'd-(−)-ampicillin']"
DB00416,"['metocurine iodide', 'dimethyl tubocurarine iodide', 'dimethylchondrocurarine iodide', 'dimethyltubocurarinium iodide', 'metocurine iodide', 'metocurini iodidum', 'metubine iodide']"
DB00417,"['phenoxymethylpenicillin', '(2s,5r,6r)-3,3-dimethyl-7-oxo-6-(2-phenoxyacetamido)-4-thia-1- azabicyclo(3.2.0)heptane-2-carboxylic acid', '(2s,5r,6r)-3,3-dimethyl-7-oxo-6-[(phenoxyacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid', '6-phenoxyacetamidopenicillanic acid', 'fenoximetilpenicilina', 'oracillin', 'penicillin phenoxymethyl', 'penicillin v', 'phenoxomethylpenicillin', 'phenoxymethyl penicillin', 'phenoxymethylenepenicillinic acid', 'phenoxymethylpenicillin', 'phénoxyméthylpénicilline', 'phenoxymethylpenicillinum', 'pv']"
DB00418,"['secobarbital', '(±)-secobarbital', '5-(1-methylbutyl)-5-(2-propenyl)-2,4,6(1h,3h,5h)-pyrimidinetrione', '5-allyl-5-(1-methylbutyl)-2,4,6(1h,3h,5h)-pyrimidinetrione', '5-allyl-5-(1-methylbutyl)barbituric acid', '5-allyl-5-(1-methylbutyl)pyrimidine-2,4,6(1h,3h,5h)-trione', 'quinalbarbitone', 'secobarbital', 'secobarbitalum', 'secobarbitone']"
DB00419,"['miglustat', 'budnj', 'butyldeoxynojirimycin', 'miglustat', 'miglustatum', 'n-(n-butyl)deoxynojirimycin', 'n-butyl deoxynojirimycin', 'n-butyl-1-deoxynojirimycin', 'n-butylmoranoline', 'nb-dnj']"
DB00420,"['promazine', '10-(3-(dimethylamino)propyl)phenothiazine', 'n-(3-dimethylaminopropyl)phenothiazine', 'n-dimethylamino-1-methylethyl thiodiphenylamine', 'n,n-dimethyl-3-(10h-phenothiazin-10-yl)-propan-1-amine', 'promazin', 'promazina', 'promazine', 'promazinum']"
DB00421,"['spironolactone', 'espironolactona', 'spironolactone', 'spironolactonum', 'spironolattone']"
DB00422,"['methylphenidate', 'methyl phenidylacetate', 'methyl phenyl(piperidin-2-yl)acetate', 'methyl α-phenyl-α-(2-piperidyl)acetate', 'methyl α-phenyl-α-2-piperidinylacetate', 'methylphenidan', 'methylphenidate', 'methylphenidatum', 'metilfenidato', 'mph', 'α-phenyl-2-piperidineacetic acid methyl ester']"
DB00423,"['methocarbamol', '(rs)-2-hydroxy-3-(2-methoxyphenoxy)propyl carbamate', 'methocarbamol', 'méthocarbamol', 'methocarbamolum', 'metocarbamol', 'metocarbamolo']"
DB00424,"['hyoscyamine', '(−)-atropine', '(−)-hyoscyamine', '(s)-(−)-hyoscyamine', '(s)-atropine', '[3(s)-endo]-α-(hydroxymethyl)benzeneacetic acid 8-methyl-8-azabicyclo[3.2.1]oct-3-yl ester', 'daturin', 'daturine', 'duboisine', 'hyoscyamin', 'hyoscyamine', 'hyoscyaminum', 'l-hyoscyamine', 'l-tropine tropate', 'tropine-l-tropate']"
DB00425,"['zolpidem', 'n,n,6-trimethyl-2-(4-methylphenyl)imidazo(1,2-a)pyridine-3-acetamide', 'zolpidem', 'zolpidemum']"
DB00426,"['famciclovir', '2-(2-(2-amino-9h-purin-9-yl)ethyl)-1,3-propanediol diacetate', '9-[4-acetoxy-3-(acetoxymethyl)but-1-yl]-2-aminopurine', 'acetic acid 2-acetoxymethyl-4-(2-amino-purin-9-yl)-butyl ester', 'famciclovir', 'famciclovirum', 'fcv']"
DB00427,"['triprolidine', '(e)-2-[3-(1-pyrrolidinyl)-1-p-toluenepropenyl]pyridine', 'trans-1-(2-pyridyl)-3-pyrrolidino-1-p-tolylprop-1-ene', 'trans-1-(4-methylphenyl)-1-(2-pyridyl)-3-pyrrolidinoprop-1-ene', 'tripolidina', 'triprolidin', 'triprolidina', 'triprolidine', 'triprolidinum']"
DB00428,"['streptozocin', '2-deoxy-2-(((methylnitrosoamino)carbonyl)amino)-d-glucopyranose', '2-deoxy-2-(3-methyl-3-nitrosoureido)-d-glucopyranose', 'estreptozocina', ""n-d-glucosyl-(2)-n'-nitrosomethylharnstoff"", ""n-d-glucosyl-(2)-n'-nitrosomethylurea"", 'streptozocin', 'streptozocine', 'streptozocinium', 'streptozocinum', 'streptozotocin']"
DB00429,"['carboprost tromethamine', '(15s)-15-methyl-pgf2α tromethamine salt', '(15s)-15-methylprostaglandin f2α tromethamine', '1,3-dihydroxy-2-(hydroxymethyl)propan-2-aminium (5z,9α,11β,13e,15s)-9,11,15-trihydroxy-15-methylprosta-5,13-dien-1-oate', '15(s)-15-methyl-pgf2α tromethamine salt', '15(s)-15-methylprostaglandin f2α tromethamine', 'carboprost trometamol', 'carboprost tromethamine']"
DB00430,"['cefpiramide', 'cefpiramide', 'cefpiramido', 'cefpiramidum']"
DB00431,"['lindane', '(1r,2c,3t,4c,5c,6t)-1,2,3,4,5,6-hexachlorocyclohexane', '(1α,2α,3β,4α,5α,6β)-1,2,3,4,5,6-hexachlorocyclohexane', '1,2,3,4,5,6-hexachlorocyclohexane', 'benzene hexachloride', 'gamma-1,2,3,4,5,6-hexachlorocyclohexane', 'gamma-benzene hexachloride', 'gamma-bhc', 'gamma-hch', 'gamma-hexachlorocyclohexane', 'gamma-lindane', 'gammallin', 'gammaxene', 'lindan', 'lindane', 'lindano', 'lindanum', 'γ-hexachlorocyclohexane', 'γ-hexachlorzyklohexan', 'γ-lindane']"
DB00432,"['trifluridine', '5-(trifluoromethyl)deoxyuridine', '5-trifluoromethyl-2-deoxyuridine', 'f₃t', 'tft', 'trifluoromethyldeoxyuridine', 'trifluorothymidine', 'trifluorothymine deoxyriboside', 'trifluridin', 'trifluridina', 'trifluridine', 'trifluridinum']"
DB00433,"['prochlorperazine', '2-chloro-10-(3-(1-methyl-4-piperazinyl)propyl)-phenothiazine', '2-chloro-10-(3-(4-methyl-1-piperazinyl)propyl)phenothiazine', '3-chloro-10-(3-(1-methyl-4-piperazinyl)propyl)phenothiazine', '3-chloro-10-(3-(4-methyl-1-piperazinyl)propyl)phenothiazine', 'capazine', 'chlormeprazine', 'chloro-3 (n-methylpiperazinyl-3 propyl)-10 phenothiazine', 'chloropernazine', ""n-(gamma-(4'-methylpiperazinyl-1')propyl)-3-chlorophenothiazine"", 'prochlorperazin', 'prochlorpérazine', 'prochlorperazine', 'prochlorperazinum', 'prochlorpermazine', 'prochlorpromazine', 'procloperazine', 'proclorperazina']"
DB00434,"['cyproheptadine', '1-methyl-4-(5-dibenzo(a,e)cycloheptatrienylidene)piperidine', '1-methyl-4-(5h-dibenzo(a,d)cycloheptenylidene)piperidine', '4-(5-dibenzo(a,d)cyclohepten-5-ylidine)-1-methylpiperidine', '4-(5h-dibenzo(a,d)cyclohepten-5-ylidene)-1-methylpiperidine', '4-dibenzo[a,d]cyclohepten-5-ylidene-1-methyl-piperidine', '5-(1-methylpiperidylidene-4)-5h-dibenzo(a,d)cyclopheptene', 'ciproheptadina', 'cyproheptadin', 'cyproheptadine', 'cyproheptadinum']"
DB00435,"['nitric oxide', 'edrf', 'endothelium-derived relaxing factor', 'mononitrogen monoxide', 'monóxido de nitrógeno', ""monoxyde d'azote"", 'nitric oxide', 'nitrogen monooxide', 'nitrogen monoxide', 'nitrosyl', 'óxido de nitrógeno(ii)', 'óxido nítrico', 'oxyde azotique', 'oxyde nitrique', 'stickstoff(ii)-oxid', 'stickstoffmonoxid']"
DB00436,"['bendroflumethiazide', '±-3-benzyl-3,4-dihydro-6-(trifluoromethyl)-2h-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide', '6-trifluoromethyl-3-benzyl-7-sulfamyl-3,4-dihydro-1,2,4-benzothiadiazine 1,1-dioxide', 'bendrofluazide', 'bendroflumethiazid', 'bendrofluméthiazide', 'bendroflumethiazide', 'bendroflumethiazidum', 'bendroflumetiazida', 'benzhydroflumethiazide']"
DB00437,"['allopurinol', '1,5-dihydro-4h-pyrazolo(3,4-d)pyrimidin-4-one', '1,5-dihydro-4h-pyrazolo(3,4-d)pyrimidine-4-one', '1h-pyrazolo(3,4-d)pyrimidin-4-ol', '4-hpp', '4-hydroxy-1h-pyrazolo(3,4-d)pyrimidine', '4-hydroxy-3,4-pyrazolopyrimidine', '4-hydroxypyrazolo(3,4-d)pyrimidine', '4-hydroxypyrazolopyrimidine', '4-hydroxypyrazolyl(3,4-d)pyrimidine', ""4'-hydroxypyrazolol(3,4-d)pyrimidine"", '4h-pyrazolo(3,4-d)pyrimidin-4-one', 'allopurinol', 'allopurinolum', 'alopurinol']"
DB00438,"['ceftazidime', 'caz', 'ceftazidim', 'ceftazidima', 'ceftazidime', 'ceftazidime anhydrous', 'ceftazidimum']"
DB00439,"['cerivastatin', 'cerivastatin']"
DB00440,"['trimethoprim', '2,4-diamino-5-(3,4,5-trimethoxybenzyl)pyrimidine', '5-[(3,4,5-trimethoxyphenyl)methyl]-2,4-pyrimidinediamine', 'trimethoprim', 'triméthoprime', 'trimethoprimum', 'trimetoprima']"
DB00441,"['gemcitabine', ""2'-deoxy-2',2'-difluorocytidine"", ""2',2'-difluorodeoxycytidine"", '4-amino-1-((2r,4r,5r)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1h)-one', 'gemcitabin', 'gemcitabina', 'gemcitabine', 'gemcitabinum']"
DB00442,"['entecavir', 'anhydrous entecavir', 'entecavir', 'entecavir (anhydrous)', 'entecavir anhydrous', 'entecavirum']"
DB00443,"['betamethasone', '16β-methyl-1,4-pregnadiene-9α-fluoro-11β,17α,21-triol-3,20-dione', '9-fluoro-16β-methylprednisolone', '9α-fluoro-16β-methylprednisolone', 'beta-methasone alcohol', 'betadexamethasone', 'betametasona', 'betamethasone', 'bétaméthasone', 'betamethasonum']"
DB00444,"['teniposide', ""4'-demethylepipodophyllotoxin 9-(4,6-o-(r)-2-thenylidene-beta-d-glucopyranoside)"", 'epidophyllotoxin', 'teniposid', 'teniposide', 'téniposide', 'teniposido', 'teniposidum']"
DB00445,"['epirubicin', ""4'-epiadriamycin"", 'epiadriamycin', 'epirubicin', 'epirubicina', 'epirubicine', 'epirubicinum', 'pidorubicina', 'pidorubicine', 'pidorubicinum']"
DB00446,"['chloramphenicol', 'chloramphénicol', 'chloramphenicol', 'chloramphenicolum', 'chlornitromycin', 'cloramfenicol', 'cloranfenicol', 'd-(−)-2,2-dichloro-n-(β-hydroxy-α-(hydroxymethyl)-p-nitrophenylethyl)acetamide', 'd-(−)-threo-1-p-nitrophenyl-2-dichloroacetylamino-1,3-propanediol', 'laevomycetinum', 'levomicetina', 'levomycetin']"
DB00447,"['loracarbef', 'anhydrous loracarbef', 'loracarbef', 'loracarbef anhydrous', 'loracarbef, anhydrous', 'loracarbefum']"
DB00448,"['lansoprazole', 'lansoprazol', 'lansoprazole', 'lansoprazolum']"
DB00449,"['dipivefrin', '(±)-4-[1-hydroxy-2-(methylamino)ethyl]-o-phenylene divavalate', ""1-(3',4'-dipivaloyloxyphenyl)-2-methylamino-1-ethanol"", '4-[1-hydroxy-2-(methylamino)ethyl]-o-phenylene divavalate', 'dipivalyl epinephrine', 'dipivefrin', 'dipivefrina', 'dipivefrine', 'dipivéfrine', 'dipivefrinum']"
DB00450,"['droperidol', '1-(1-(3-(p-fluorobenzoyl)propyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone', '1-(1-(4-(p-fluorophenyl)-4-oxobutyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone', '1-{1-[4-(4-fluoro-phenyl)-4-oxo-butyl]-1,2,3,6-tetrahydro-pyridin-4-yl}-1,3-dihydro-benzoimidazol-2-one', '1-{1-[4-(4-fluorophenyl)-4-oxobutyl]-1,2,3,6-tetrahydro-4-pyridinyl}-2,3-dihydro-1h-benzo[d]imidazol-2-one', 'droperidol', 'dropéridol', 'droperidolo', 'droperidolum']"
DB00451,"['levothyroxine', ""3,3',5,5'-tetraiodo-l-thyronine"", ""3,5,3',5'-tetraiodo-l-thyronine"", '4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodo-l-phenylalanine', 'l-t4', 'l-thyroxine', 'levothyroxin', 'lt4', 'o-(4-hydroxy-3,5-diidophenyl)-3,5-diiodo-l-tyrosine', 'o-(4-hydroxy-3,5-diiodophenyl)-3,5-diiodo-l-tyrosine', 't4']"
DB00452,"['framycetin', 'fradiomycin b', 'framicetina', 'framycetin', 'framycétine', 'framycetinum', 'neomycin b']"
DB00453,"['clomocycline', 'chlormethylenecycline', 'clomociclina', 'clomocyclina', 'clomocycline', 'clomocyclinum']"
DB00454,"['meperidine', 'isonipecaïne', 'meperidina', 'pethidin', 'pethidine', 'péthidine', 'pethidinum', 'petidina', 'petydyna']"
DB00455,"['loratadine', 'loratadina', 'loratadine', 'loratadinum']"
DB00456,"['cefalotin', '3-acetoxymethyl-7-(2-thienylacetamido)-3-cephem-4-carboxylic acid', '7-(2-thienylacetamido)cephalosporanic acid', ""7-(2'-thienylacetamido)cephalosporanic acid"", '7-(thiophene-2-acetamido)cephalosporin', 'cefalothin', 'cefalotin', 'cefalotina', 'céfalotine', 'cefalotinum', 'cephalothin', 'cephalotin', 'cet']"
DB00457,"['prazosin', '1-(4-amino-6,7-dimethoxy-2-quinazolinyl)-4-(2-furanylcarbonyl)piperazine', '2-(4-(2-furoyl)piperazin-1-yl)-4-amino-6,7-dimethoxyquinazoline', 'prazosin', 'prazosina', 'prazosine', 'prazosinum']"
DB00458,"['imipramine', '10,11-dihydro-n,n-dimethyl-5h-dibenz[b,f]azepine-5-propanamine', '5-[3-(dimethylamino)propyl]-10,11-dihydro-5h-dibenz[b,f]azepine', 'imipramin', 'imipramina', 'imipramine', 'imipraminum', 'imizine', 'n-(gamma-dimethylaminopropyl)iminodibenzyl', 'n-(γ-dimethylaminopropyl)iminodibenzyl']"
DB00459,"['acitretin', '(all-e)-9-(4-methoxy-2,3,6-trimethylphenyl)-3,7-dimethyl-2,4,6,8-nonatetraenoic acid', 'acitretin', 'acitretina', 'acitretine', 'acitretinum', 'all-trans-3,7-dimethyl-9-(4-methoxy-2,3,6-trimethylphenyl)-2,4,6,8-nonatetraenoic acid', 'etretin']"
DB00460,"['verteporfin', 'verteporfin', 'verteporfina', 'vertéporfine', 'verteporfinum']"
DB00461,"['nabumetone', '4-(6-methoxy-2-naphthalenyl)-2-butanone', '4-(6-methoxy-2-naphthyl)-2-butanone', 'nabumeton', 'nabumetona', 'nabumétone', 'nabumetone', 'nabumetonum']"
DB00462,"['methscopolamine bromide', '(−)-scopolamine methobromide', '(−)-scopolamine methyl bromide', 'hyoscine methobromide', 'hyoscine methyl bromide', 'methscopolamine bromide', 'methylscopolamine bromide', 'n-methylhyoscine bromide', 'n-methylscopolammonium bromide', 'scopolamine methobromide', 'scopolamine methyl bromide']"
DB00463,"['metharbital', 'metarbital', 'metharbital', 'metharbitalum']"
DB00464,"['sodium tetradecyl sulfate', '7-ethyl-2-methyl-4-undecanol sulfate sodium salt', '7-ethyl-2-methyl-4-undecanolsulfate, sodium salt', 'natrii tetradecylis sulfa', 'sodium 2-methyl-7-ethylundecanol-4-sulfate', 'sodium 7-ethyl-2-methyl-4-undecanol sulfate', 'sodium tetradecyl sulfate', 'sodium tetradecyl sulphate', 'sodium tetradecylsulfate', 'sts', 'tetradecilsulfato sodico', 'tetradecyl sodium sulfate', 'tetradecyl sulfate de sodium']"
DB00465,"['ketorolac', 'ketorolac', 'kétorolac', 'ketorolaco', 'ketorolacum', 'rac-ketorolac']"
DB00466,"['picrotoxin', 'cocculin']"
DB00467,"['enoxacin', '1-ethyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-1,8-naphthyridine-3-carboxylic acid', '1-ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,4-dihydro-[1,8]naphthyridine-3-carboxylic acid', 'enoxacin', 'enoxacina', 'énoxacine', 'enoxacino', 'enoxacinum']"
DB00468,"['quinine', '(-)-quinine', '(−)-quinine', '(8s,9r)-quinine', '(r)-(−)-quinine', '(r)-(6-methoxyquinolin-4-yl)((2s,4s,8r)-8-vinylquinuclidin-2-yl)methanol', ""6'-methoxycinchonidine"", 'chinin', 'chinine', 'chininum', 'quinina', 'quinine']"
DB00469,"['tenoxicam', 'tenoxicam', 'ténoxicam', 'tenoxicamum']"
DB00470,"['dronabinol', '(-)-delta9-trans-tetrahydrocannabinol', '1-trans-delta-9-tetrahydrocannabinol', '3-pentyl-6,6,9-trimethyl-6a,7,8,10a-tetrahydro-6h-dibenzo(b,d)pyran-1-ol', '6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydro-6h-benzo[c]chromen-1-ol', 'delta-9-tetrahydrocannabinol', 'delta-9-thc', 'delta(1)-tetrahydrocannabinol', 'delta(9)-thc', 'delta9-tetrahydrocannabinol', 'dronabinol', 'dronabinolum', 'tetrahydrocannabinol', 'thc', 'δ9-tetrahydrocannabinol']"
DB00471,"['montelukast', '(r-(e))-1-(((1-(3-(2-(7-chloro-2-quinolinyl)ethenyl)phenyl)-3-(2-(1-hydroxy-1-methylethyl)phenyl)propyl)thio)methyl)cyclopropaneacetic acid', '1-[[[(1 r)-1-[3-[(1e)-2-(7-chloro-2-quinolinyl)ethenyl] phenyl]-3-[2-(1-hydroxy-1-methylethyl)phenyl]propyl]sulfanyl]methyl]cyclopropaneacetic acid', 'montelukast', 'montélukast', 'montelukastum']"
