DrugBank ID,Name_Synonyms
DB00953,"['rizatriptan', 'n,n-dimethyl-2-[5-(1,2,4-triazol-1-ylmethyl)-1h-indol-3-yl]-ethanamine', 'n,n-dimethyl-5-(1h-1,2,4-triazol-1-ylmethyl)-1h-indole-3-ethanamine', 'risatriptan', 'rizatriptán', 'rizatriptan', 'rizatriptanum']"
DB00954,"['dirithromycin', 'dirithromycin', 'diritromicina']"
DB00955,"['netilmicin', '1-n-ethylsisomicin', 'netilmycin']"
DB00956,"['hydrocodone', '(-)-dihydrocodeinone', '4,5-alpha-epoxy-3-methoxy-17-methylmorphinan-6-one', 'dihydrocodeinone', 'hidrocodona', 'hydrocodon', 'hydrocodone', 'hydrocodonum', 'hydrocone', 'hydroconum', 'idrocodone']"
DB00957,"['norgestimate', '(+)-13-ethyl-17-hydroxy-18,19-dinor-17α-pregn-4-en-20-yn-3-one oxime acetate (ester)', '(17α)-17-(acetyloxy)-13-ethyl-18,19-dinorpregn-4-en-20-yn-3-one 3-oxime', 'd-13β-ethyl-17α-ethynyl-17β-acetoxygon-4-en-3-one oxime', 'dexnorgestrel acetime', 'norgestimate', 'norgestimato', 'norgestimatum']"
DB00958,"['carboplatin', 'carboplatin', 'carboplatine', 'carboplatino', 'cbdca', 'cis-(1,1-cyclobutanedicarboxylato)diammineplatinum(ii)', 'cis-diammine(1,1-cyclobutanedicarboxylato)platinum', 'cis-diammine(1,1-cyclobutanedicarboxylato)platinum(ii)']"
DB00959,"['methylprednisolone', '(6α,11β)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione', '1-dehydro-6α-methylhydrocortisone', '6α-methyl-11β,17α,21-triol-1,4-pregnadiene-3,20-dione', 'delta(1)-6alpha-methylhydrocortisone', 'methylprednisolon', 'methylprednisolone', 'methylprednisolonum', 'metilprednisolona']"
DB00960,"['pindolol', '1-(1h-indol-4-yloxy)-3-(isopropylamino)propan-2-ol', '1-(1h-indol-4-yloxy)-3-(propan-2-ylamino)-propan-2-ol', '1-(1h-indol-4-yloxy)-3-[(1-methylethyl)amino]propan-2-ol', '4-(2-hydroxy-3-isopropylaminopropoxy)-indole', 'pindolol', 'pindololum']"
DB00961,"['mepivacaine', ""(+-)-1-methyl-2',6'-pipecoloxylidide"", ""1-methyl-2',6'-pipecoloxylidide"", 'dl-mepivacaine', 'mepivacaina', 'mepivacaine', 'mepivacainum', 'n-(2,6-dimethylphenyl)-1-methyl-2-piperidinecarboxamide', 'n-(2,6-dimethylphenyl)-1-methylpiperidine-2-carboxamide']"
DB00962,"['zaleplon', ""3'-(3-cyanopyrazolo(1,5-a)pyrimidin-7-yl)-n-ethylacetanilide"", 'zaleplon']"
DB00963,"['bromfenac', '[2-amino-3-(4-bromo-benzoyl)-phenyl]-acetic acid', '2-amino-3-(4-bromobenzoyl)benzeneacetic acid', 'bromfenac', 'bromfenaco', 'bromfenacum']"
DB00964,"['apraclonidine', '4-aminoclonidine', 'apraclonidina', 'apraclonidine', 'apraclonidinum']"
DB00965,['nan']
DB00966,"['telmisartan', ""4'-((1,4'-dimethyl-2'-propyl(2,6'-bi-1h-benzimidazol)-1'-yl)methyl)-(1,1'-biphenyl)-2-carboxylic acid"", ""4'-((4-methyl-6-(1-methyl-2-benzimidazolyl)-2-propyl-1-benzimidazolyl)methyl)-2-biphenylcarboxylic acid"", ""4'-[(1,4'-dimethyl-2'propyl[2,6'-bi-1h-benzimidazol]-1'-yl)methyl]-[1,1'-biphenyl]-2-carboxylic acid"", ""4'-[(1,7'-dimethyl-2'-propyl-1h,3'h-2,5'-bibenzimidazol-3'-yl)methyl]biphenyl-2-carboxylic acid"", 'telmisartan']"
DB00967,"['desloratadine', '8-chloro-11-piperidin-4-ylidene-6,11-dihydro-5h-benzo[5,6]cyclohepta[1,2-b]pyridine', '8-chloro-6,11-dihydro-11-(4-piperidinylidene)-5h-benzo(5,6)cyclohepta(1,2-b)pyridine', 'descarboethoxyloratadine', 'desloratadina', 'desloratadine']"
DB00968,"['methyldopa', '(s)-(-)-alpha-methyldopa', '3-hydroxy-alpha-methyl-l-tyrosine', 'alpha medopa', 'alpha-methyl dopa', 'alpha-methyl-l-dopa', 'alphamethyldopa', 'amd', 'anhydrous methyldopa', 'l-alpha-methyldopa', 'l-methyl dopa', 'methyl dopa', 'methyldopa', 'methyldopa anhydrous', 'metildopa', 'α-methyl dopa', 'α-methyl-l-dopa']"
DB00969,"['alosetron', '2,3,4,5-tetrahydro-5-methyl-2-((5-methyl-1h-imidazol-4-yl)methyl)-1h-pyrido(4,3-b)indol-1-one', 'alosetron']"
DB00970,"['dactinomycin', ""2-amino-n,n'-bis(hexadecahydro-2,5,9-trimethyl-6,13-bis(1-methylethyl)-1,4,7,11,14-pentaoxo-1h-pyrrolo(2,1-i)(1,4,7,10,13)oxatetra-azacyclohexadecin-10-yl)-4,6-dimethyl-3-oxo-3h-phenoxazine-1,9-dicarboxamide"", 'actd', 'actinomycin c1', 'actinomycin d', 'actinomycin iv', 'dactinomicina', 'dactinomycin', 'dactinomycine', 'dactinomycinum', 'meractinomycin']"
DB00971,"['selenium sulfide', 'selenii disulfidum', 'selenium disulfide', 'selenium disulphide', 'selenium sulfide, micronized', 'selenium sulphide', 'selenium sulphide, micronized', 'selenium(iv) disulfide', 'selenium(iv) disulphide', 'selenium(iv) sulfide', 'selenium(iv) sulphide']"
DB00972,"['azelastine', '4-(p-chlorobenzyl)-2-(hexahydro-1-methyl-1h-azepin-4-yl)-1-(2h)-phthalazinone', 'azelastina', 'azelastine', 'azélastine', 'azelastinum']"
DB00973,"['ezetimibe', 'ezetimiba', 'ézétimibe', 'ezetimibe', 'ezetimibum']"
DB00974,"['edetic acid', '(ethylenedinitrilo)tetraacetic acid, ion(4−)', '{[-(bis-carboxymethyl-amino)-ethyl]-carboxymethyl-amino}-acetic acid', ""2,2',2'',2'''-(ethane-1,2-diyldinitrilo)tetraacetate"", 'acide edetique', 'acide ethylenediaminetetracetique', 'acido edetico', 'acidum edeticum', 'edetic acid', 'edta', 'edta, ion(4-)', 'ethylenediaminetetraacetate', 'ethylenediaminetetraacetic acid', ""n,n'-1,2-ethane diylbis-(n-(carboxymethyl)glycine)""]"
DB00975,"['dipyridamole', 'dipiridamol', 'dipyridamine', 'dipyridamole', 'dipyridamolum', 'dipyudamine', 'dypyridamol']"
DB00976,"['telithromycin', 'telithromycin', 'telitromicina']"
DB00977,"['ethinylestradiol', '17-ethinyl-3,17-estradiol', '17-ethinyl-3,17-oestradiol', '17-ethinylestradiol', '17alpha-ethinyl estradiol', '17α-ethynylestradiol', 'ethinyl estradiol', 'ethinylestradiol', 'ethinylestradiolum', 'ethinyloestradiol', 'ethynyl estradiol', 'etinilestradiol']"
DB00978,"['lomefloxacin', '(±)-1-ethyl-6,8-difluoro-1,4-dihydro-7-(3-methyl-1-piperazinyl)-4-oxo-3-quinolinecarboxylic acid', '1,4-dihydro-6,8-difluoro-1-ethyl-7-(3-methyl-1-piperazinyl)-4-oxo-3-quinolinecarboxylic acid', 'lflx', 'lomefloxacin', 'lomefloxacine', 'lomefloxacino', 'lomefloxacinum']"
DB00979,"['cyclopentolate', '(±)-cyclopentolate', '1-hydroxy-α-phenylcyclopentaneacetic acid 2-(dimethylamino)ethyl ester', '2-(dimethylamino)ethyl 1-hydroxy-α-phenylcyclopentaneacetate', '2-(dimethylamino)ethyl 2-(1-hydroxycyclopentyl)-2-phenylacetate', '2-phenyl-2-(1-hydroxycyclopentyl)ethanoic acid β-(dimethylamino)ethyl ester', 'ciclopentolato', 'cyclopentolate', 'cyclopentolatum', 'α-(1-hydroxycyclopentyl)benzeneacetic acid 2-(dimethylamino)ethyl ester', 'β-(dimethylamino)ethyl (1-hydroxycyclopentyl)phenylacetate', 'β-dimethylaminoethyl (1-hydroxycyclopentyl)phenylacetate']"
DB00980,"['ramelteon', 'ramelteon']"
DB00981,"['physostigmine', 'eserine', 'physostigmine', 'physostol']"
DB00982,"['isotretinoin', '(7e,9e,11e,13z)-retinoic acid', '13-cis-retinoic acid', '13-cis-vitamin a acid', '13-ra', 'cis-ra', 'isotretinoin', 'isotretinoína', 'isotrétinoine', 'isotretinoino', 'isotretinoinum', 'neovitamin a acid']"
DB00983,"['formoterol', ""2'-hydroxy-5'-(1-hydroxy-2-((p-methoxy-α-methylphenethyl)amino)ethyl)formanilide"", ""2'-hydroxy-5'-{1-hydroxy-2-[(p-methoxy-α-methylphenethyl)amino]ethyl}formanilide"", 'formoterol', 'formoterolum', 'n-[2-hydroxy-5-(1-hydroxy-2-{[2-(4-methoxyphenyl)-1-methylethyl]amino}ethyl)phenyl]formamide']"
DB00984,"['nandrolone phenpropionate', '19ntpp', 'nadrolone phenylpropionate', 'nandrolon phenylpropionate', 'nandrolone phenylpionate', 'nandrolone phenylpropionate', 'norandrolone phenyl propionate', 'norandrostenolone phenylpropionate', 'nortestosterone phenylpropionate', 'npp', 'ntpp']"
DB00985,"['dimenhydrinate', '(o-benzhydryl(dimethylamino)ethanol) 8-chlorotheophyllinate', '8-chloro-1,3-dimethyl-3,7-dihydro-1h-purine-2,6-dione - 2-(diphenylmethoxy)-n,n-dimethylethanamine (1:1)', 'benzhydryl-β-dimethylaminoethylether 8-chlorotheophylline', 'dimenhidrinato', 'dimenhydrinate', 'dimenhydrinatum', 'diphenhydramine 8-chlorotheophyllinate', 'diphenhydramine 8-chlorotheophylline', 'diphenhydramine theoclate', 'n,n-dimethyl-2-diphenylmethoxyethylamine 8-chlorotheophyllinate', 'o-benzhydryldimethylaminoethanol 8-chlorotheophyllinate', 'β-dimethylaminoethyl benzhydryl ether 1,3-dimethyl-8-chloroxanthine']"
DB00986,"['glycopyrronium', 'glicopirronio', 'glycopyrrolate cation', 'glycopyrrolate ion', 'glycopyrronium', 'glycopyrronium cation', 'glycopyrronium ion']"
DB00987,"['cytarabine', '1-beta-d-arabinofuranosylcytosine', '4-amino-1-beta-d-arabinofuranosyl-2(1h)-pyrimidinone', 'citarabina', 'cytarabine', 'cytarabinum', 'cytosine arabinoside', 'cytosine-1-beta-d-arabinofuranoside', 'cytosine-β-d-arabinofuranoside']"
DB00988,"['dopamine', '2-(3,4-dihydroxyphenyl)ethylamine', '3-hydroxytyramine', '3,4-dihydroxyphenethylamine', '4-(2-aminoethyl)-1,2-benzenediol', '4-(2-aminoethyl)benzene-1,2-diol', '4-(2-aminoethyl)catechol', '4-(2-aminoethyl)pyrocatechol', 'dopamina', 'dopamine', 'dopaminum', 'oxytyramine']"
DB00989,"['rivastigmine', '(s)-3-(1-(dimethylamino)ethyl)phenyl ethylmethylcarbamate', 'm-((s)-1-(dimethylamino)ethyl)phenyl ethylmethylcarbamate', 'rivastigmina', 'rivastigmine']"
DB00990,"['exemestane', '6-methyleneandrosta-1,4-diene-3,17-dione', 'exemestane', 'exemestano', 'exemestanum']"
DB00991,"['oxaprozin', 'oxaprozin', 'oxaprozina', 'oxaprozine', 'oxaprozinum']"
DB00992,"['methyl aminolevulinate', '5-aminolevulinic acid methyl ester', 'aminolevulinato de metilo', 'aminolevulinic acid methyl ester', 'methyl 5-aminolevulinate', 'methyl aminolevulinate', 'methyl delta-aminolevulinate', 'methyl δ-aminolevulinate']"
DB00993,"['azathioprine', '6-((1-methyl-4-nitro-1h-imidazol-5-yl)thio)-1h-purine', ""6-(1'-methyl-4'-nitro-5'-imidazolyl)-mercaptopurine"", 'azamun', 'azathioprine', 'azathioprinum', 'azatioprina']"
DB00994,"['neomycin', 'fradiomycin', 'kaomycine', 'neomicina', 'neomycin', 'vonamycin']"
DB00995,"['auranofin', '(1-thio-beta-d-glucopyranosato)(triethylphosphine)gold 2,3,4,6-tetraacetate', '2,3,4,6-tetra-o-acetyl-1-thio-beta-d-glucopyranosato-s (triethylphosphine)gold', 'auranofin', 'auranofina', 'auranofine', 'auranofinum', 'triethylphosphine gold']"
DB00996,"['gabapentin', '1-(aminomethyl)cyclohexaneacetic acid', 'gabapentin', 'gabapentina', 'gabapentine', 'gabapentino', 'gabapentinum']"
DB00997,"['doxorubicin', '(1s,3s)-3-glycoloyl-3,5,12-trihydroxy-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 3-amino-2,3,6-trideoxy-α-l-lyxo-hexopyranoside', '(8s-cis)-10-((3-amino-2,3,6-trideoxy-α-l-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-5,12-naphthacenedione', '14-hydroxydaunomycin', '14-hydroxydaunorubicine', 'doxorubicin', 'doxorubicina', 'doxorubicine', 'doxorubicinum', 'hydroxydaunorubicin']"
DB00998,"['frovatriptan', 'frovatriptan']"
DB00999,"['hydrochlorothiazide', 'hctz', 'hidroclorotiazida', 'hydrochlorothiazide']"
DB01000,"['cyclacillin', '(1-aminocyclohexyl)penicillin', '(2s,5r,6r)-6-{[(1-aminocyclohexyl)carbonyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid', '6-(1-aminocyclohexanecarboxamido)penicillanic acid', '6-(1-aminocyclohexylcarboxamido)penicillanic acid', 'ciclacilina', 'ciclacillin', 'ciclacilline', 'ciclacillinum', 'cyclacillin']"
DB01001,"['salbutamol', 'albuterol', 'salbutamol']"
DB01002,"['levobupivacaine', '(-)-bupivacaine', ""(s)-1-butyl-2',6'-pipecoloxylidide"", '(s)-bupivacaine', ""l-(-)-1-butyl-2',6'-pipecoloxylidide"", 'l-(−)-bupivacaine', 'levobupivacaína', 'levobupivacaine']"
DB01003,"['cromoglicic acid', '5-[3-(2-carboxy-4-oxo-4h-5-chromenyloxy)-2-hydroxypropoxy]-4-oxo-4h-2-chromenecarboxylic acid', 'acide cromoglicique', 'acido cromoglicico', 'acidum cromoglicicum', 'cromoglicate', 'cromoglicic acid', 'cromoglycate', 'cromoglycic acid', 'cromolyn']"
DB01004,"['ganciclovir', '2-(6-amino-purin-9-ylmethoxy)-propane-1,3-diol', '2-amino-9-((1,3-dihydroxypropan-2-yloxy)methyl)-1h-purin-6(9h)-one', '2-amino-9-((1,3-dihydroxypropan-2-yloxy)methyl)-3h-purin-6(9h)-one', '2-amino-9-((1,3-dihydroxypropan-2-yloxy)methyl)-9h-purin-6-ol', '2-amino-9-(2-hydroxy-1-hydroxymethyl-ethoxymethyl)-1,9-dihydro-purin-6-one', '2-amino-9-(2-hydroxy-1-hydroxymethylethoxymethyl)-6,9-dihydro-1h-6-purinone', '9-((2-hydroxy-1-(hydroxymethyl)ethoxy)methyl)guanine', '9-[(1,3-dihydroxy-2-propoxy)methyl]guanine', 'ga2', 'ganciclovir', 'ganciclovirum', 'gancyclovir']"
DB01005,"['hydroxyurea', 'carbamohydroxamic acid', 'carbamohydroximic acid', 'carbamoyl oxime', 'carbamyl hydroxamate', 'hidroxicarbamida', 'hydrea', 'hydroxycarbamid', 'hydroxycarbamide', 'hydroxycarbamidum', 'hydroxyharnstoff', 'hydroxyurea', 'n-carbamoylhydroxylamine', 'n-hydroxyurea', 'oxyurea']"
DB01006,"['letrozole', 'letrozol', 'letrozole']"
DB01007,"['tioconazole', 'tioconazol', 'tioconazole', 'tioconazolum']"
DB01008,"['busulfan', '1,4-bis(methanesulfonoxy)butane', '1,4-butanediol dimethanesulfonate', '1,4-dimesyloxybutane', '1,4-dimethanesulfonoxybutane', 'busulfan', 'busulfano', 'busulfanum', 'busulphan', 'tetramethylene bis(methanesulfonate)']"
DB01009,"['ketoprofen', '2-(3-benzoylphenyl)propionic acid', '3-benzoyl-alpha-methylbenzeneacetic acid', '3-benzoyl-α-methylbenzeneacetic acid', '3-benzoylhydratropic acid', 'ketoprofen', 'ketoprofeno', ""l'acide (benzoyl-3-phenyl)-2-propionique"", 'm-benzoylhydratropic acid']"
DB01010,"['edrophonium', '(3-hydroxyphenyl)dimethylethylammonium', '3-hydroxy-n,n-dimethyl-n-ethylanilinium', 'edrophonium cation', 'edrophonium ion', 'ethyl-(3-hydroxy-phenyl)-dimethyl-ammonium', 'n-ethyl-3-hydroxy-n,n-dimethylanilinium', 'n-ethyl-3-hydroxy-n,n-dimethylbenzenaminium']"
DB01011,"['metyrapone', 'metirapona', 'métyrapone', 'metyrapone', 'metyraponum']"
DB01012,"['cinacalcet', '(r)-α-methyl-n-[3-[3-(trifluoromethyl)phenyl]propyl]-1-naphthalenemethane amine', 'cinacalcet', 'cnc', 'n-((1r)-1-(naphthalen-1-yl)ethyl)-3-(3-(trifluoromethyl)phenyl)propan-1-amine']"
DB01013,"['clobetasol propionate', '21-chloro-9-fluoro-11β,17-dihydroxy-16β-methylpregna-1,4-diene-3,20-dione 17-propionate', 'clobetasol 17-propanoate', 'clobetasol 17-propionate', 'clobetasol propionate', 'clobetasol propionate e']"
DB01014,"['balsalazide', '(e)-5-((4-(((2-carboxyethyl)amino)carbonyl)phenyl)azo)-2-hydroxybenzoic acid', '(e)-5-({p-[(2-carboxyethyl)carbamoyl]phenyl}azo)-2-salicylic acid', '3-(2-{4-[(2-carboxyethyl)carbamoyl]phenyl}hydrazinylidene)-6-oxocyclohexa-1,4-diene-1-carboxylic acid', '5-[4-(2-carboxy-ethylcarbamoyl)-phenylazo]-2-hydroxy-benzoic acid', 'balsalazida', 'balsalazide', 'balsalazidum']"
DB01015,"['sulfamethoxazole', '3-(p-aminophenylsulfonamido)-5-methylisoxazole', '3-sulfanilamido-5-methylisoxazole', '4-amino-n-(5-methyl-3-isoxazolyl)benzenesulfonamide', 'smx', 'sulfamethoxazole', 'sulfametoxazol', 'sulphamethoxazole']"
DB01016,"['glyburide', '1-((p-(2-(5-chloro-o-anisamido)ethyl)phenyl)sulfonyl)-3-cyclohexylurea', '1-(p-(2-(5-chloro-2-methoxybenzamido)ethyl)benzenesulfonyl)-3-cyclohexylurea', '5-chloro-n-(2-(4-((((cyclohexylamino)carbonyl)amino)sulfonyl)phenyl)ethyl)-2-methoxybenzamide', 'glibenclamida', 'glibenclamide', 'glibenclamidum', 'glyburide']"
DB01017,"['minocycline', '(4s,4as,5ar,12as)-4,7-bis(dimethylamino)-3,10,12,12a-tetrahydroxy-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide', '7-dimethylamino-6-demethyl-6-deoxytetracycline', 'minociclina', 'minociclinum', 'minocyclin', 'minocycline', 'minocyclinum', 'minomycin']"
DB01018,"['guanfacine', 'guanfacina', 'guanfacine', 'guanfacinum']"
DB01019,"['bethanechol', '(2-hydroxypropyl)trimethylammonium carbamate', '2-(carbamoyloxy)-n,n,n-trimethylpropan-1-aminium', '2-carbamoyloxypropyl-trimethylazanium', 'amidopropyldimethylbetaine', 'carbamoyl-beta-methylcholine', 'carbamoyl-β-methylcholine', 'carbamyl-beta-methylcholine', 'carbamyl-β-methylcholine']"
DB01020,"['isosorbide mononitrate', 'is 5-mn', 'is-5-mn', 'is-5mn', 'ismn', 'iso-5-mononitrate', 'isosorbide 5-mononitrate', 'isosorbide 5-nitrate', 'isosorbide mononitrate', 'isosorbide-5-mononitrate', 'isosorbidi mononitras', ""mononitrate d'isosorbide"", 'mononitrato de isosorbida', 'monosorbitrate']"
DB01021,"['trichlormethiazide', 'trichlormethiazide', 'triclormetiazida']"
DB01022,"['phylloquinone', '2-methyl-3-(3,7,11,15-tetramethyl-2-hexadecenyl)-1,4-naphthalenedione', '2-methyl-3-[(2e)-3,7,11,15-tetramethyl-2-hexadecenyl]naphthoquinone', '2-methyl-3-phytyl-1,4-naphthochinon', '2-methyl-3-phytyl-1,4-naphthoquinone', '3-phytylmenadione', 'alpha-phylloquinone', 'fitomenadiona', 'phyllochinon', 'phyllochinonum', 'phylloquinone', 'phythyl-menadion', 'phytomenadione', 'phytomenadionum', 'phytonadione', 'phytonadionum', 'phytylmenadione', 'trans-phylloquinone', 'vitamin k', 'vitamin k1', 'α-phylloquinone']"
DB01023,"['felodipine', '(±)-ethyl methyl 4-(2,3-dichlorophenyl)-1,4-dihydro-2,6-dimethyl-3,5-pyridinedicarboxylate', '3-ethyl 5-methyl 4-(2,3-dichlorophenyl)-2,6-dimethyl-1,4-dihydro-3,5-pyridinedicarboxylate', '4-(2,3-dichlorophenyl)-1,4-dihydro-2,6-dimethyl-3,5-pyridinedicarboxylic acid ethyl methyl ester', 'felodipina', 'felodipine', 'felodipino', 'felodipinum']"
DB01024,"['mycophenolic acid', '(e)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-5-phthalanyl)-4-methyl-4-hexenoic acid', 'acide mycophenolique', 'acido micofenolico', 'acidum mycophenolicum', 'micofenolico acido', 'mycophenolate', 'mycophenolic acid', 'mycophenolsäure']"
DB01025,"['amlexanox', '2-amino-7-isopropyl-5-oxo-5h-(1)benzopyrano(2,3-b)pyridine-3-carboxylic acid', 'amlexanox', 'amlexanoxo', 'amlexanoxum', 'amoxanox']"
DB01026,"['ketoconazole', 'ketoconazol', 'ketoconazole', 'ketoconazolum', 'ketozole']"
DB01028,"['methoxyflurane', 'methoflurane', 'methoxyfluoran', 'methoxyfluran', 'methoxyflurane', 'methoxyfluranum', 'methyl 1,1-difluoro-2,2-dichloroethyl ether', 'metoxiflurano']"
DB01029,"['irbesartan', ""2-butyl-3-{[2'-(1h-tetrazol-5-yl)biphenyl-4-yl]methyl}-1,3-diazaspiro[4.4]non-1-en-4-one"", 'irbesartan']"
DB01030,"['topotecan', '9-[(dimethylamino)methyl]-10-hydroxy-(4s)-camptothecin', 'topotecan', 'topotecane', 'topotecanum']"
DB01031,"['ethinamate', '1-ethynylcyclohexanol carbamate', 'aethinyl-cyclohexyl-carbamat', 'ethinamate', 'ethinamatum', 'etinamato']"
DB01032,"['probenecid', '4-((dipropylamino)sulfonyl)benzoic acid', '4-(di-n-propylsulfamoyl)benzoesäure', '4-(n,n-dipropylsulfamoyl)benzoesäure', 'p-(dipropylsulfamoyl)benzoic acid', 'probenecid', 'probenecid acid', 'probenecida', 'probenecide', 'probenecidum']"
DB01033,"['mercaptopurine', '6 mp', '6-mercaptopurine', '6-mp', '6-thiohypoxanthine', '6-thioxopurine', 'mercaptopurina', 'mercaptopurine anhydrous', 'mercaptopurinum', 'mercapurin']"
DB01034,"['cerulenin', '(2r,3s)-3-((4e,7e)-nona-4,7-dienoyl)-oxirane-2-carboxylic acid amide', '(2r,3s)-3-((4e,7e)-nona-4,7-dienoyl)oxirane-2-carboxamide', 'cerulenin']"
DB01035,"['procainamide', 'p-amino-n-(2-diethylaminoethyl)benzamide', 'p-aminobenzoic diethylaminoethylamide', 'procainamida', 'procainamide', 'procaïnamide', 'procainamidum']"
DB01036,"['tolterodine', '(+)-(r)-2-(alpha-(2-(diisopropylamino)ethyl)benzyl)-p-cresol', '(+)-tolterodine', 'tolterodina', 'tolterodine', 'tolterodinum']"
DB01037,"['selegiline', '(−)-selegiline', 'l-deprenalin', 'selegilina', 'selegiline', 'selegilinum']"
DB01038,"['carphenazine', 'carfenazina', 'carfénazine', 'carfenazine', 'carfenazinum', 'carphenazine']"
DB01039,"['fenofibrate', '2-(4-(4-chlorobenzoyl)phenoxy)-2-methylpropanoic acid 1-methylethyl ester', 'fenofibrate', 'fenofibrato', 'fenofibratum', 'finofibrate', 'fnf', ""isopropyl (4'-(p-chlorobenzoyl)-2-phenoxy-2-methyl)propionate"", 'isopropyl 2-(4-(4-chlorobenzoyl)phenoxy)-2-methylpropionate', 'procetofen']"
DB01041,"['thalidomide', '(+-)-n-(2,6-dioxo-3-piperidyl)phthalimide', '(+-)-thalidomide', '(±)-n-(2,6-dioxo-3-piperidyl)phthalimide', '(±)-thalidomide', '1,3-dioxo-2-(2,6-dioxopiperidin-3-yl)isoindoline', '2,6-dioxo-3-phthalimidopiperidine', '3-phthalimidoglutarimide', 'alpha-(n-phthalimido)glutarimide', 'alpha-n-phthalylglutaramide', 'n-(2,6-dioxo-3-piperidyl)phthalimide', 'n-phthaloylglutamimide', 'n-phthalyl-glutaminsaeure-imid', 'n-phthalylglutamic acid imide', 'talidomida', 'thalidomide', 'thalidomidum', 'α-(n-phthalimido)glutarimide', 'α-n-phthalylglutaramide', 'α-phthalimidoglutarimide']"
DB01042,"['melphalan', '3-(p-(bis(2-chloroethyl)amino)phenyl)-l-alanine', '3-p-(di(2-chloroethyl)amino)-phenyl-l-alanine', '4-(bis(2-chloroethyl)amino)-l-phenylalanine', 'l-3-(p-(bis(2-chloroethyl)amino)phenyl)alanine', 'l-pam', 'l-phenylalanine mustard', 'l-sarcolysine', 'melfalano', 'melphalan', 'melphalanum', 'p-bis(beta-chloroethyl)aminophenylalanine', 'p-di-(2-chloroethyl)amino-l-phenylalanine', 'p-l-sarcolysin', 'p-n-bis(2-chloroethyl)amino-l-phenylalanine', 'p-n,n-bis(2-chloroethyl)amino-l-phenylalanine', 'phenylalanine mustard', 'phenylalanine nitrogen mustard']"
DB01043,"['memantine', '1-amino-3,5-dimethyladamantane', '1,3-dimethyl-5-adamantanamine', '3,5-dimethyl-1-adamantanamine', '3,5-dimethyl-1-aminoadamantane', '3,5-dimethyltricyclo(3.3.1.1(3,7))decan-1-amine', 'memantina', 'memantine', 'memantinum']"
DB01044,"['gatifloxacin', '1-cyclopropyl-1,4-dihydro-6-fluoro-8-methoxy-7-(3-methyl-1-piperazinyl)-4-oxo-3-quinolinecarboxylic acid', '1-cyclopropyl-6-fluoro- 8-methoxy-7-(3-methylpiperazin-1-yl)- 4-oxo-quinoline-3-carboxylic acid', 'gatifloxacin', 'gatifloxacin anhydrous', 'gatifloxacine', 'gatifloxacino', 'gatifloxacinum']"
DB01045,"['rifampicin', '3-(((4-methyl-1-piperazinyl)imino)methyl)rifamycin sv', 'rfp', 'rifampicin', 'rifampicina', 'rifampicine', 'rifampicinum', 'rifampin']"
DB01046,"['lubiprostone', 'lubiprostone']"
DB01047,"['fluocinonide', 'fluocinonida', 'fluocinonide', 'fluocinonido', 'fluocinonidum']"
DB01048,"['abacavir', '{(1s-cis)-4-[2-amino-6-(cyclopropylamino)-9h-purin-9-yl]cyclopent-2-en-1-yl}methanol', 'abacavir', 'abc ']"
DB01049,"['ergoloid mesylate', 'co-dergocrine mesilate', 'co-dergocrine mesylate', 'co-dergocrine methanesulfonate', 'codergocrine mesilate', 'codergocrine mesylate', 'codergocrine methanesulfonate', 'dihydroergotoxine mesilate', 'dihydroergotoxine mesylate', 'dihydroergotoxine methanesulfonate', 'dihydroergotoxine methanesulfonates', 'dihydroergotoxine monomethanesulfonate', 'dihydrogenated ergot alkaloids', 'ergoloid mesilates', 'ergoloid mesylates', 'ergoloid methanesulfonate', 'ergoloid methanesulfonates', 'hydrogenated ergot alkaloids']"
DB01050,"['ibuprofen', '(±)-2-(p-isobutylphenyl)propionic acid', '(±)-ibuprofen', '(±)-p-isobutylhydratropic acid', '(±)-α-methyl-4-(2-methylpropyl)benzeneacetic acid', '(4-isobutylphenyl)-α-methylacetic acid', '(rs)-ibuprofen', '2-(4-isobutylphenyl)propanoic acid', '4-isobutylhydratropic acid', 'ibuprofen', 'ibuprofene', 'ibuprofeno', 'ibuprofenum', 'ibuprophen', 'α-(4-isobutylphenyl)propionic acid', 'α-(p-isobutylphenyl)propionic acid']"
